id,operating_airline,from,to,code_shares
"9ac7ecd5-752a-4d40-bd04-27f74d08de02","AF","CTU","HKG","KL"
"08ad1dc7-5dc9-4059-8ddd-5c45e1afb2c7","AF","CTU","SVO",""
"d3cdc91e-f7ce-4d61-9e81-d744c7bb82bc","AF","CTU","MAD","IB,BA"
"67f20a3a-2399-4c93-bce0-445eaf70d3aa","AF","CTU","MEX","LH"
"95822432-0a3d-4af1-81ec-9ff66f88e3c2","AF","CTU","SYD","IB,U2"
"80c8f66a-299d-4b3d-b0e3-d143652a444a","AF","CTU","XIY",""
"8f0c41c3-0f25-4ed6-b209-8fbee0ae1015","AF","CTU","CGK",""
"dfd3e3df-a996-4904-8603-52251140af40","AF","CTU","AMS","LH"
"dcc94626-9c38-4fa4-b7c5-01a2a6d981bc","AF","CTU","ATL","U2"
"9b275537-0d5e-406d-8227-c94b26218f99","AF","CTU","TPE","BA"
"585b20ea-75a1-490c-ac5b-4e14f76534f4","AF","CTU","SFO",""
"7f57648d-358f-4853-8291-7eb1d930cef3","AF","CTU","MCO",""
"6578c161-43a6-4ea9-84d8-2d4385a212ae","AF","CTU","FRA","EK"
"051a3e1e-5b99-48a4-9447-1507aa3ef0f1","AF","CTU","YYZ",""
"7058bcf6-f5a8-4de5-a5fb-3f16dadaa88f","AF","JFK","BKK","LH"
"c682f19d-07ce-453d-870b-78a072de2efe","AF","JFK","NRT",""
"e52a787c-66a3-4a31-8fdd-3c61eb57f9d8","AF","JFK","DFW",""
"75736493-a1a4-4851-ac7c-723fec6ec489","AF","JFK","LAS",""
"d9b22b97-7707-428a-8817-7fabe032de94","AF","JFK","LHR","KL,EK"
"5e5b5504-78ab-4e29-b49f-76e650df83df","AF","JFK","SZX","EK"
"7d805610-9bc6-4dce-8373-b5ba74c8e3df","AF","JFK","HKG",""
"456d27c5-437f-46a4-88a1-35ab371f9695","AF","JFK","SVO",""
"cd87914d-1353-49bc-afd2-6da93dc1a753","AF","JFK","MAD",""
"ee11ca31-04d3-4bb7-917d-0f111eea230d","AF","JFK","MEX","FR"
"872be762-ec5b-4302-ae70-aac51afb34bb","AF","JFK","SYD","FR,EK"
"ab35e1cd-4629-48a2-ac3d-a3534f1c8109","AF","JFK","XIY",""
"ad973008-1651-4989-ba3e-852575aeaa58","AF","JFK","CGK",""
"ae109162-d811-499e-87f8-488abe5ea773","AF","JFK","AMS",""
"72f2b946-8d24-4e0a-8a42-a5d151f028df","AF","JFK","ATL","DL,KL"
"82c28036-d5c7-4af0-8050-9295d461616e","AF","JFK","TPE",""
"9b8a140d-4f23-4a28-8a9c-0f6dfa6ba9b7","AF","JFK","SFO",""
"8de137ae-2d22-42dc-89ab-77623ae5259b","AF","JFK","MCO","FR"
"75146fe0-353e-4269-8e90-f39a3153a5a9","AF","JFK","FRA",""
"89679295-3123-42f5-b8b9-40f41cb78e61","AF","JFK","YYZ","LH"
"4a55f8d2-7f52-4e6f-9b2d-ea45f501a3c6","AF","CLT","BKK",""
"fc46d53a-2b07-4046-8ac3-cbd1df8ecb41","AF","CLT","NRT","V7,IB"
"6824b23e-8da4-4474-a8a4-ec4d59a66e7a","AF","CLT","DFW","KL"
"78f0612a-640d-43dd-b751-66d85a70583c","AF","CLT","LAS",""
"aad2d41e-ebfa-4592-8e6a-d9336bc15c44","AF","CLT","LHR",""
"c667ad38-7b27-44b1-8062-edbb5e736fe3","AF","CLT","SZX","BA"
"bcb2bdd7-e2b0-487f-a329-f2e149eb264b","AF","CLT","HKG","V7"
"85691512-129a-4de2-b9fb-f8971cd9d91a","AF","CLT","SVO",""
"ae5515de-fe5b-4ebf-8d16-79b6d9ecb482","AF","CLT","MAD","FR,IB"
"2791f0c8-5e49-4d01-9e95-b247010735a1","AF","CLT","MEX",""
"1ed65e27-cbea-47cb-93df-9e72d24d7a8a","AF","CLT","SYD","U2"
"203721fd-51db-4aa3-b194-b562d8f583df","AF","CLT","XIY","BA,IB"
"903e23b9-58eb-4f4f-a791-0b64878a036d","AF","CLT","CGK",""
"9b7f6f65-3b51-44d3-8220-a0ee9d5924ac","AF","CLT","AMS",""
"9b9087f7-f8e0-444d-8a7e-94d1d11754cb","AF","CLT","ATL",""
"1c25aa13-ede9-488d-816c-54a35e595b01","AF","CLT","TPE",""
"c2d9131c-7e88-4188-b9c7-eff8be755999","AF","CLT","SFO","KL,V7"
"b97ea237-9bb9-4b2f-963c-75303a4e7279","AF","CLT","MCO","KL,FR"
"aff60484-5f3d-4c52-913b-304db8423461","AF","CLT","FRA","IB"
"d7decd58-cbda-44cc-93ee-a983bb910ac3","AF","CLT","YYZ","FR,DL"
"13b4d895-0cd2-499b-92ca-4d28fe78b88f","AF","LAX","BKK","FR,U2"
"60c60798-9dd6-4fe4-ac93-fccc86f66140","AF","LAX","NRT",""
"0b601cc6-08dd-4ba6-8039-c5fbf554130d","AF","LAX","DFW",""
"2b2930ee-47be-4ba8-a560-fe39e75d555a","AF","LAX","LAS","KL,IB"
"20d15d78-2522-4aa8-9826-7546fab76da1","AF","LAX","LHR",""
"bf35dfeb-d17c-43a3-bae6-2cc168566ecc","AF","LAX","SZX","KL,V7"
"d45dc8aa-3e61-494b-b54d-acb3fb1d4696","AF","LAX","HKG",""
"aa07e4e1-348c-4ab6-a380-c00ccec34351","AF","LAX","SVO",""
"86ae6e87-2569-4bd5-9317-095f0f0f14b8","AF","LAX","MAD",""
"58fbc778-0d59-4a5b-b1cf-9590117d0214","AF","LAX","MEX","U2"
"178a91fb-7ae2-417c-b9c5-1147d9ea7a41","AF","LAX","SYD","U2"
"34384238-bb37-45d3-a337-ad10dcf05d5c","AF","LAX","XIY","KL,BA"
"6777899a-cdbf-4ab3-a27a-eb8e112616cf","AF","LAX","CGK",""
"ac18b817-e3ae-45ef-a9d7-c52c2022280d","AF","LAX","AMS",""
"be063701-00b6-4d1c-b7ea-995fc6d24810","AF","LAX","ATL","LH"
"6863d53e-6319-4733-8924-b6d2fbbe1522","AF","LAX","TPE","IB,BA"
"cef25bd7-d50c-41dd-ace4-bbe4f6913c45","AF","LAX","SFO","FR"
"1f86d295-909f-40a8-b514-0de89b093d03","AF","LAX","MCO",""
"6702166e-3200-4635-80ea-ee63fa743a57","AF","LAX","FRA","DL"
"37e31db9-e8fe-4cca-aaf2-0b6895036004","AF","LAX","YYZ","IB"
"be0b07d3-eebb-4b56-bc88-62324c24c6f7","AF","PHX","BKK","DL,EK"
"bd123966-5943-4f1d-91d3-764ff456b6b8","AF","PHX","NRT","LH,FR"
"7e9df4ec-225f-42e3-b4e5-de05e7ca53a0","AF","PHX","DFW","IB,V7"
"1a0cbc44-5871-4279-b5f5-81772cc5f07a","AF","PHX","LAS","FR,LH"
"55d00d5e-9a54-4767-b1b0-4dd7d8a7bb94","AF","PHX","LHR","EK,DL"
"a629b38c-227b-47d2-917d-361cb3913824","AF","PHX","SZX",""
"978e5b4a-01ef-494f-b553-6e66b1401c6a","AF","PHX","HKG","LH,EK"
"9a96f2e8-3554-4dc4-9d74-a42adc6a4e65","AF","PHX","SVO","EK,BA"
"3c46beee-e293-431c-8efc-4acac83c00f8","AF","PHX","MAD",""
"d6e69f07-3ef6-4511-a584-3f8a4b573585","AF","PHX","MEX",""
"e019bb38-b1f8-4f77-8dbf-ce94d51aec63","AF","PHX","SYD","BA"
"f6905fa1-8224-468a-a47e-0763550ecc55","AF","PHX","XIY","KL"
"52f8c686-d7f6-4b73-896d-fe9d2f195de0","AF","PHX","CGK","KL,DL"
"7abb5c5b-49c5-48e1-a902-159b203332fa","AF","PHX","AMS","FR"
"fdd1058f-e64f-4a85-8d53-102c11c9a356","AF","PHX","ATL",""
"5b430f44-ac8a-4131-ac85-e83f4d5033fe","AF","PHX","TPE","V7,BA"
"72ebb2ae-c234-4947-b512-4e9085d7146d","AF","PHX","SFO","DL"
"495ba3a0-cb9f-4a91-ab09-05ba4f76b610","AF","PHX","MCO",""
"a297bc0d-d287-4381-a742-61ce020344eb","AF","PHX","FRA","IB"
"68652e99-5b35-4b3d-afae-6ae8c081415a","AF","PHX","YYZ",""
"e68f1a25-1fc5-4987-a17b-db19e38ab9c7","AF","SIN","BKK","BA,DL"
"728789dd-fa6e-4a52-a694-884a08d842d5","AF","SIN","NRT",""
"c62ba6d0-8b99-46c4-ac2a-c7a4fd4b237d","AF","SIN","DFW",""
"0271fcde-58f4-4cd6-9668-c67aca53f005","AF","SIN","LAS",""
"7aa42855-9f73-4ac1-9d39-cabde9731b40","AF","SIN","LHR","V7"
"1eaf6df8-0c82-4082-8543-6abeb73727a8","AF","SIN","SZX","FR"
"66de5e35-3866-403f-8d85-791ea1c5370d","AF","SIN","HKG","EK,V7"
"beb48841-bd86-4901-9e86-105ec3b38a3e","AF","SIN","SVO","KL"
"c4cd470d-2f9d-47fd-919d-88869ea5378f","AF","SIN","MAD","U2"
"8a40634e-e6c6-4d19-9702-9d62662cf0d2","AF","SIN","MEX","U2"
"54716a5d-877d-4f8a-ba77-0968b270c469","AF","SIN","SYD","DL"
"0547d73e-f2fc-46ff-9baa-d218d4c8b099","AF","SIN","XIY","BA,V7"
"dff1fea4-d554-4625-93f6-b9ebe94e91c8","AF","SIN","CGK","IB"
"bdefaa71-7e74-4c1f-b326-66441acb3ef0","AF","SIN","AMS",""
"f7a2fcd8-d998-44a7-baa6-481eb109f7f9","AF","SIN","ATL",""
"e58d40cb-3557-41e3-abb0-b1467966b967","AF","SIN","TPE","LH"
"a990cc61-09f3-4030-8459-84adabf4482e","AF","SIN","SFO","LH,V7"
"6885f5ad-a878-4015-8fee-919231de9608","AF","SIN","MCO",""
"89d292c1-24f2-45f2-83fb-fca67f3a1a76","AF","SIN","FRA","KL,IB"
"7cedc820-d69c-4a1d-aae6-13e6565c9f2f","AF","SIN","YYZ","V7"
"685cc9a7-1693-44d4-9d2b-aac8ab225cae","AF","MNL","BKK","LH,DL"
"70bbf4f1-c9d7-4a2c-b9f7-4d55724a13a1","AF","MNL","NRT","U2,LH"
"e8d278ec-436e-43ea-8c03-3c8cf24bb827","AF","MNL","DFW","U2"
"513e55d1-39ff-4900-be28-7b0e64f23658","AF","MNL","LAS","EK,KL"
"dfe9db20-b84c-449f-942d-047d0c11db79","AF","MNL","LHR",""
"d2353c6d-0f92-4aff-bef0-511dcf5bfb03","AF","MNL","SZX","V7"
"76d8b076-80cd-4382-958b-feab97c1aafa","AF","MNL","HKG","DL,LH"
"a9ff9218-820e-44c6-85de-20a32cf9bcf7","AF","MNL","SVO","IB,DL"
"d0b1280c-a738-4766-9f4b-b661f529681a","AF","MNL","MAD",""
"215535a0-9d19-4bf8-aacc-352b3794ff5e","AF","MNL","MEX",""
"33096c62-769b-4a06-9cb0-3ff18ad8c0c3","AF","MNL","SYD","BA"
"95305a1c-4ad6-43f6-b5d4-b2806a19091b","AF","MNL","XIY","U2,V7"
"e8093d53-b9b6-4978-94af-35f9545a4ca3","AF","MNL","CGK",""
"d1da2d35-5a1d-4ab5-986a-fff86ff12267","AF","MNL","AMS","EK"
"5058ac39-48ca-4007-a5f5-64295787808a","AF","MNL","ATL","KL,V7"
"e29b3a07-6108-4002-adc5-735ba4a583ae","AF","MNL","TPE",""
"08930db5-eec5-43d4-9d59-0f127fceea49","AF","MNL","SFO","FR"
"f639c6e7-a68c-422d-a3ce-c8b6a06445dc","AF","MNL","MCO",""
"39a72143-bca6-496d-82e1-83e006bcc87e","AF","MNL","FRA","IB"
"01d179a2-f4ea-4958-aec0-523047d99ce8","AF","MNL","YYZ","LH,BA"
